Date,Description,Amount,Category,Account
2024-02-11,Movie theater tickets,-83.0,Entertainment,Unspecified
2024-02-11,Unspecified,406.13,Unspecified,Checking
2024-02-11,Restaurant dining,-479.57,Entertainment,Savings
2024-02-11,Streaming service subscription,222.32,Entertainment,Unspecified
2024-02-11,Salary payment,-409.5,Salary,Checking
2024-02-11,Housing rent transfer,295.42,Rent,Checking
2024-02-11,Weekly grocery run,-196.23,Groceries,Credit Card
2024-02-11,Food market transaction,270.62,Groceries,Credit Card
2024-02-11,Payroll deposit,-392.66,Salary,Checking
2024-02-11,Salary payment,-68.16,Salary,Savings
2024-02-11,Grocery store purchase,-0.26,Groceries,Savings
2024-02-11,Rental fee,121.0,Rent,Savings
2024-02-11,Rental fee,152.14,Unspecified,Credit Card
2024-02-11,Water utility payment,-236.62,Utilities,Checking
2024-02-11,Concert ticket purchase,-127.61,Entertainment,Checking
2024-02-11,Weekly grocery run,316.55,Groceries,Savings
2024-02-11,Freelance income,431.97,Unspecified,Savings
2024-02-11,Monthly rent payment,-494.99,Unspecified,Checking
2024-02-12,Freelance income,-5.0,Salary,Credit Card
2024-02-12,Grocery store purchase,-134.99,Unspecified,Savings
2024-02-12,Unspecified,-451.19,Salary,Unspecified
2024-02-12,Supermarket shopping,117.17,Groceries,Savings
2024-02-12,Rental fee,-499.28,Rent,Checking
2024-02-12,Food market transaction,393.6,Groceries,Credit Card
2024-02-12,Gas bill payment,118.47,Utilities,Checking
2024-02-12,Movie theater tickets,-326.0,Entertainment,Savings
2024-02-12,Phone bill payment,290.01,Utilities,Checking
2024-02-12,Convenience store purchase,-75.0,Groceries,Savings
2024-02-12,Wages direct deposit,-243.57,Salary,Credit Card
2024-02-12,Unspecified,21.85,Salary,Credit Card
2024-02-12,Streaming service subscription,312.13,Entertainment,Checking
2024-02-12,Streaming service subscription,477.0,Entertainment,Savings
2024-02-12,Freelance income,-117.16,Salary,Savings
2024-02-12,Salary payment,-295.69,Unspecified,Credit Card
2024-02-12,Supermarket shopping,4578.0,Groceries,Savings
2024-02-12,Water utility payment,-115.19,Utilities,Checking
2024-02-12,Phone bill payment,163.38,Utilities,Savings
2024-02-12,Apartment lease payment,-388.2,Unspecified,Credit Card
2024-02-12,Grocery store purchase,411.0,Unspecified,Credit Card
2024-02-12,Streaming service subscription,341.53,Entertainment,Credit Card
2024-02-12,Restaurant dining,-469.38,Unspecified,Savings
2024-02-12,Grocery store purchase,241.53,Unspecified,Checking
2024-02-12,Monthly rent payment,441.38,Rent,Credit Card
2024-02-12,Rental fee,-499.28,Rent,Checking
2024-02-12,Food market transaction,-55.79,Groceries,Savings
2024-02-12,Gas bill payment,110.6,Utilities,Credit Card
2024-02-12,Housing rent transfer,499.97,Rent,Checking
2024-02-12,Wages direct deposit,-413.42,Salary,Credit Card
2024-02-12,Apartment lease payment,453.38,Rent,Savings
2024-02-12,Weekly grocery run,26.61,Groceries,Checking
2024-02-12,Freelance income,-128.86,Salary,Savings
2024-02-12,Phone bill payment,-90.61,Utilities,Checking
2024-02-12,Restaurant dining,450.59,Entertainment,Unspecified
2024-02-12,Concert ticket purchase,-117.93,Rent,Savings
2024-02-12,Freelance income,-233.0,Unspecified,Credit Card
2024-02-12,Internet service bill,-221.38,Utilities,Savings
2024-02-12,Freelance income,-86.87,Salary,Checking
2024-02-12,Movie theater tickets,323.0,Entertainment,Credit Card
2024-02-12,Restaurant dining,33981.0,Entertainment,Credit Card
2024-02-12,Convenience store purchase,-180.64,Groceries,Credit Card
2024-02-12,Restaurant dining,241.0,Entertainment,Savings
2024-02-12,Housing rent transfer,-413.49,Rent,Savings
2024-02-12,Movie theater tickets,-50.52,Entertainment,Unspecified
2024-02-12,Grocery store purchase,-76.72,Groceries,Checking
2024-02-12,Monthly rent payment,82.83,Unspecified,Credit Card
2024-02-12,Unspecified,-254.85,Utilities,Savings
2024-02-12,Convenience store purchase,-252.38,Groceries,Checking
2024-02-12,Housing rent transfer,53.26,Rent,Savings
2024-02-12,Water utility payment,-470.69,Unspecified,Credit Card
2024-02-12,Weekly grocery run,101.22,Groceries,Unspecified
2024-02-12,Weekly grocery run,-206.24,Groceries,Savings
2024-02-12,Employer paycheck,388.5,Unspecified,Credit Card
2024-02-12,Restaurant dining,33981.0,Entertainment,Credit Card
2024-02-12,Salary payment,376.67,Salary,Savings
2024-02-12,Employer paycheck,209.6,Salary,Savings
2024-02-12,Landlord payment,159.48,Unspecified,Checking
2024-02-12,Supermarket shopping,328.31,Groceries,Credit Card
2024-02-12,Amusement park visit,56.53,Entertainment,Credit Card
2024-02-12,Wages direct deposit,-100.0,Salary,Credit Card
2024-02-12,Water utility payment,-321.47,Unspecified,Credit Card
2024-02-12,Apartment lease payment,399.75,Rent,Checking
2024-02-12,Phone bill payment,126.69,Utilities,Savings
2024-02-12,Salary payment,21.59,Salary,Savings
2024-02-12,Concert ticket purchase,224.64,Entertainment,Checking
2024-02-12,Internet service bill,-126.19,Utilities,Credit Card
2024-02-12,Payroll deposit,-129.44,Salary,Savings
2024-02-12,Internet service bill,116.47,Utilities,Checking
2024-02-12,Phone bill payment,-240.25,Utilities,Savings
2024-02-12,Unspecified,30.45,Rent,Checking
2024-02-12,Apartment lease payment,-445.85,Unspecified,Savings
2024-02-12,Water utility payment,-372.21,Unspecified,Checking
2024-02-12,Payroll deposit,-293.67,Unspecified,Unspecified
2024-02-12,Unspecified,213.77,Salary,Checking
2024-02-12,Apartment lease payment,-325.48,Rent,Checking
2024-02-12,Concert ticket purchase,112.0,Entertainment,Savings
2024-02-12,Rental fee,-453.52,Rent,Checking
2024-02-12,Landlord payment,241.0,Rent,Checking
2024-02-12,Landlord payment,-25.0,Rent,Credit Card
2024-02-12,Phone bill payment,-323.16,Utilities,Credit Card
2024-02-12,Unspecified,172.0,Utilities,Savings
2024-02-12,Gas bill payment,118.47,Utilities,Checking
2024-02-12,Streaming service subscription,-413.05,Entertainment,Checking
2024-02-12,Weekly grocery run,-210.84,Groceries,Savings
2024-02-12,Streaming service subscription,323.36,Entertainment,Credit Card
2024-02-12,Unspecified,173.29,Utilities,Credit Card
2024-02-12,Phone bill payment,-337.15,Utilities,Unspecified
2024-02-12,Unspecified,-58.87,Groceries,Checking
2024-02-12,Streaming service subscription,456.0,Unspecified,Checking
2024-02-12,Payroll deposit,348.72,Salary,Checking
2024-02-12,Streaming service subscription,135.36,Entertainment,Checking
2024-02-12,Apartment lease payment,113.53,Unspecified,Credit Card
2024-02-12,Concert ticket purchase,393.6,Entertainment,Checking
2024-02-12,Apartment lease payment,268.52,Rent,Checking
2024-02-12,Streaming service subscription,332.46,Unspecified,Unspecified
2024-02-12,Concert ticket purchase,-14.07,Entertainment,Checking
2024-02-12,Unspecified,-460.86,Salary,Credit Card
2024-02-12,Payroll deposit,-419.78,Salary,Savings
2024-02-12,Employer paycheck,487.26,Unspecified,Savings
2024-02-12,Restaurant dining,94.0,Entertainment,Savings
2024-02-12,Internet service bill,-93.71,Unspecified,Savings
2024-02-12,Salary payment,467.61,Salary,Savings
2024-02-12,Phone bill payment,374.03,Utilities,Credit Card
2024-02-12,Amusement park visit,-29069.0,Entertainment,Credit Card
2024-02-12,Streaming service subscription,-166.0,Unspecified,Credit Card
2024-02-12,Unspecified,254.97,Rent,Checking
2024-02-12,Weekly grocery run,-332.61,Groceries,Savings
2024-02-12,Wages direct deposit,476.98,Salary,Checking
2024-02-12,Convenience store purchase,-180.64,Groceries,Credit Card
2024-02-12,Weekly grocery run,-479.21,Groceries,Credit Card
2024-02-12,Employer paycheck,62.6,Salary,Savings
2024-02-12,Apartment lease payment,1419.0,Rent,Savings
2024-02-12,Wages direct deposit,492.86,Unspecified,Savings
2024-02-12,Amusement park visit,-240.47,Entertainment,Savings
2024-02-12,Apartment lease payment,-244.06,Rent,Credit Card
2024-02-12,Rental fee,491.4,Rent,Checking
2024-02-12,Wages direct deposit,-182.16,Salary,Savings
2024-02-12,Convenience store purchase,142.72,Groceries,Credit Card
2024-02-12,Convenience store purchase,389.03,Groceries,Credit Card
2024-02-12,Movie theater tickets,-169.93,Entertainment,Credit Card
2024-02-12,Restaurant dining,188.62,Entertainment,Checking
2024-02-12,Internet service bill,154.18,Utilities,Credit Card
2024-02-12,Internet service bill,-411.28,Unspecified,Unspecified
2024-02-12,Wages direct deposit,167.91,Salary,Checking
2024-02-12,Grocery store purchase,-135.25,Groceries,Checking
2024-02-12,Apartment lease payment,7.0,Unspecified,Savings
2024-02-12,Monthly rent payment,-176.87,Rent,Savings
2024-02-12,Phone bill payment,42.75,Utilities,Savings
2024-02-12,Payroll deposit,39767.0,Salary,Checking
2024-02-12,Amusement park visit,-80.75,Entertainment,Checking
2024-02-12,Convenience store purchase,-400.0,Groceries,Unspecified
2024-02-12,Landlord payment,166.96,Rent,Credit Card
2024-02-12,Electricity bill payment,-75.19,Utilities,Checking
2024-02-12,Amusement park visit,-80.66,Rent,Savings
2024-02-12,Freelance income,-295.45,Salary,Credit Card
2024-02-12,Housing rent transfer,254.7,Rent,Checking
2024-02-12,Phone bill payment,-105.96,Utilities,Credit Card
2024-02-12,Convenience store purchase,53.92,Groceries,Credit Card
2024-02-12,Salary payment,107.39,Salary,Checking
2024-02-12,Streaming service subscription,49576.0,Entertainment,Savings
2024-02-12,Payroll deposit,23.0,Salary,Checking
2024-02-12,Freelance income,0.38,Salary,Checking
2024-02-12,Phone bill payment,63.65,Utilities,Checking
2024-02-12,Housing rent transfer,-413.49,Rent,Savings
2024-02-12,Monthly rent payment,201.5,Rent,Credit Card
2024-02-12,Freelance income,333.77,Unspecified,Savings
2024-02-12,Payroll deposit,428.7,Salary,Unspecified
2024-02-12,Landlord payment,353.23,Unspecified,Savings
2024-02-12,Supermarket shopping,129.99,Groceries,Savings
2024-02-12,Grocery store purchase,-432.0,Groceries,Savings
2024-02-12,Water utility payment,398.01,Utilities,Savings
2024-02-12,Payroll deposit,415.15,Salary,Checking
2024-02-12,Payroll deposit,460.42,Salary,Checking
2024-02-12,Employer paycheck,284.63,Unspecified,Credit Card
2024-02-12,Wages direct deposit,285.52,Salary,Credit Card
2024-02-12,Unspecified,-55.26,Rent,Credit Card
2024-02-12,Restaurant dining,-475.37,Entertainment,Credit Card
2024-02-12,Phone bill payment,401.91,Utilities,Checking
2024-02-12,Streaming service subscription,-395.76,Entertainment,Credit Card
2024-02-12,Unspecified,44.33,Utilities,Unspecified
2024-02-12,Gas bill payment,210.0,Utilities,Credit Card
2024-02-12,Freelance income,-252.36,Salary,Credit Card
2024-02-12,Payroll deposit,425.06,Salary,Unspecified
2024-03-10,Wages direct deposit,-78.9,Salary,Savings
2024-03-10,Landlord payment,213.47,Rent,Credit Card
2024-03-10,Streaming service subscription,79.64,Entertainment,Checking
2024-03-10,Salary payment,-96.1,Unspecified,Checking
2024-03-10,Amusement park visit,473.63,Rent,Checking
2024-03-10,Phone bill payment,-4292.6,Utilities,Checking
2024-03-10,Landlord payment,219.53,Rent,Credit Card
2024-03-10,Movie theater tickets,-361.33,Entertainment,Savings
2024-03-10,Restaurant dining,275.67,Entertainment,Savings
2024-03-10,Electricity bill payment,164.3,Unspecified,Credit Card
2024-03-10,Phone bill payment,245.56,Unspecified,Credit Card
2024-03-10,Streaming service subscription,341.26,Entertainment,Savings
2024-03-10,Rental fee,272.0,Rent,Unspecified
2024-03-10,Grocery store purchase,285.15,Unspecified,Credit Card
2024-03-10,Grocery store purchase,-110.0,Groceries,Savings
2024-03-10,Housing rent transfer,210.76,Rent,Checking
2024-03-10,Unspecified,353.31,Salary,Savings
2024-03-10,Monthly rent payment,-66.92,Rent,Checking
2024-03-10,Unspecified,-83.48,Unspecified,Checking
2024-03-10,Housing rent transfer,119.75,Rent,Credit Card
2024-03-10,Weekly grocery run,-326.26,Groceries,Checking
2024-03-10,Employer paycheck,381.0,Unspecified,Checking
2024-03-10,Convenience store purchase,-28.46,Unspecified,Savings
2024-03-10,Phone bill payment,451.32,Unspecified,Credit Card
2024-03-10,Concert ticket purchase,433.18,Rent,Savings
2024-03-10,Monthly rent payment,135.0,Rent,Credit Card
2024-03-10,Grocery store purchase,-305.33,Groceries,Checking
2024-03-10,Freelance income,-479.0,Salary,Credit Card
2024-03-10,Concert ticket purchase,-486.26,Entertainment,Credit Card
2024-03-10,Electricity bill payment,-444.71,Utilities,Checking
2024-03-10,Apartment lease payment,-333.78,Rent,Checking
2024-03-10,Movie theater tickets,-170.31,Entertainment,Credit Card
2024-03-10,Gas bill payment,337.39,Utilities,Credit Card
2024-03-10,Movie theater tickets,-472.79,Entertainment,Credit Card
2024-03-10,Streaming service subscription,-20.92,Entertainment,Credit Card
2024-03-10,Payroll deposit,-107.25,Salary,Checking
2024-03-10,Housing rent transfer,-264.0,Rent,Checking
2024-03-10,Convenience store purchase,486.28,Groceries,Checking
2024-03-10,Employer paycheck,-139.61,Salary,Checking
2024-03-10,Landlord payment,219.53,Rent,Credit Card
2024-03-10,Concert ticket purchase,-330.06,Unspecified,Savings
2024-03-10,Weekly grocery run,28895.0,Unspecified,Unspecified
2024-03-10,Internet service bill,-352.44,Utilities,Checking
2024-03-10,Weekly grocery run,-326.26,Groceries,Checking
2024-03-10,Apartment lease payment,105.29,Rent,Savings
2024-03-10,Supermarket shopping,476.54,Groceries,Credit Card
2024-03-10,Employer paycheck,-126.67,Salary,Checking
2024-03-10,Payroll deposit,154.79,Unspecified,Checking
2024-03-10,Rental fee,-127.27,Unspecified,Credit Card
2024-03-10,Unspecified,364.19,Rent,Checking
2024-03-10,Electricity bill payment,221.11,Utilities,Credit Card
2024-03-10,Food market transaction,-478.34,Groceries,Credit Card
2024-03-10,Internet service bill,8906.56,Utilities,Credit Card
2024-03-10,Concert ticket purchase,234.2,Entertainment,Savings
2024-03-10,Streaming service subscription,-277.0,Entertainment,Savings
2024-03-10,Amusement park visit,-242.02,Entertainment,Savings
2024-03-10,Apartment lease payment,39.24,Rent,Checking
2024-03-10,Unspecified,-33.45,Unspecified,Credit Card
2024-03-10,Amusement park visit,-50.69,Entertainment,Credit Card
2024-03-10,Convenience store purchase,389.45,Groceries,Savings
2024-03-10,Freelance income,-86.82,Salary,Unspecified
2024-03-10,Internet service bill,111.24,Utilities,Savings
2024-03-10,Apartment lease payment,424.9,Rent,Credit Card
2024-03-10,Grocery store purchase,-110.0,Groceries,Savings
2024-03-10,Grocery store purchase,176.29,Groceries,Checking
2024-03-10,Monthly rent payment,-391.19,Rent,Savings
2024-03-10,Gas bill payment,204.99,Utilities,Checking
2024-03-10,Streaming service subscription,-162.28,Entertainment,Savings
2024-03-10,Monthly rent payment,14036.0,Rent,Checking
2024-03-10,Unspecified,434.04,Utilities,Credit Card
2024-03-10,Internet service bill,-0.63,Utilities,Credit Card
2024-03-10,Electricity bill payment,109.34,Utilities,Checking
2024-03-10,Apartment lease payment,282.11,Rent,Checking
2024-03-10,Monthly rent payment,-93.57,Rent,Checking
2024-03-10,Convenience store purchase,92.64,Groceries,Savings
2024-03-10,Restaurant dining,-282.37,Rent,Unspecified
2024-03-10,Employer paycheck,-275.53,Salary,Checking
2024-03-10,Food market transaction,280.04,Groceries,Credit Card
2024-03-10,Landlord payment,-8176.0,Rent,Checking
2024-03-10,Amusement park visit,-73.01,Entertainment,Checking
2024-03-10,Apartment lease payment,-189.0,Unspecified,Credit Card
2024-03-10,Gas bill payment,-226.0,Unspecified,Credit Card
2024-03-10,Housing rent transfer,85.95,Rent,Checking
2024-03-10,Restaurant dining,350.01,Entertainment,Checking
2024-03-10,Electricity bill payment,-109.32,Unspecified,Credit Card
2024-03-10,Rental fee,-152.28,Rent,Savings
2024-03-10,Housing rent transfer,-132.0,Rent,Checking
2024-03-10,Monthly rent payment,-10.8,Rent,Savings
2024-03-10,Unspecified,-301.44,Unspecified,Checking
2024-03-10,Employer paycheck,164.1,Salary,Savings
2024-03-10,Electricity bill payment,-8.64,Utilities,Savings
2024-03-10,Weekly grocery run,-114.62,Groceries,Credit Card
2024-03-10,Electricity bill payment,3752.0,Utilities,Credit Card
2024-03-10,Amusement park visit,360.0,Entertainment,Credit Card
2024-03-10,Payroll deposit,-430.44,Salary,Unspecified
2024-03-10,Apartment lease payment,490.0,Rent,Savings
2024-03-10,Housing rent transfer,343.27,Rent,Credit Card
2024-03-10,Restaurant dining,443.39,Rent,Credit Card
2024-03-10,Electricity bill payment,208.92,Utilities,Savings
2024-03-10,Convenience store purchase,46.33,Groceries,Credit Card
2024-03-10,Amusement park visit,376.3,Entertainment,Credit Card
2024-03-10,Employer paycheck,-91.43,Salary,Checking
2024-03-10,Apartment lease payment,-433.0,Rent,Savings
2024-03-10,Apartment lease payment,-136.85,Rent,Savings
2024-03-10,Wages direct deposit,192.8,Salary,Savings
2024-03-10,Food market transaction,-322.0,Unspecified,Savings
2024-03-10,Rental fee,393.71,Rent,Savings
2024-03-10,Amusement park visit,85.38,Entertainment,Checking
2024-03-10,Apartment lease payment,92.61,Rent,Checking
2024-03-10,Amusement park visit,-396.0,Entertainment,Savings
2024-03-10,Apartment lease payment,318.99,Unspecified,Credit Card
2024-03-10,Employer paycheck,45.63,Salary,Checking
2024-03-10,Housing rent transfer,210.76,Rent,Checking
2024-03-10,Rental fee,381.82,Rent,Credit Card
2024-03-10,Gas bill payment,-226.0,Unspecified,Credit Card
2024-03-10,Amusement park visit,371.31,Entertainment,Checking
